"CpG_pos","Coefficient","CpG_pos_hg19"
"chr10:22010965:22010966",-0.113366414,"chr10:22299894:22299895"
"chr7:87601250:87601251",-0.113268027,"chr7:87230566:87230567"
"chr7:122736272:122736273",0.113142733,"chr7:122376326:122376327"
"chr7:77125624:77125625",-0.112797308,"chr7:76754941:76754942"
"chr2:163728125:163728126",-0.112178249,"chr2:164584635:164584636"
"chr14:33432708:33432709",-0.111774587,"chr14:33901914:33901915"
"chr10:111079334:111079335",0.110495994,"chr10:112839092:112839093"
"chr4:37803468:37803469",-0.110078049,"chr4:37805090:37805091"
"chr8:128382184:128382185",-0.110003584,"chr8:129394430:129394431"
"chr10:22307004:22307005",-0.109927377,"chr10:22595933:22595934"
"chr15:34515791:34515792",-0.109860563,"chr15:34807992:34807993"
"chr4:148332330:148332331",0.109831327,"chr4:149253482:149253483"
"chr12:72772513:72772514",-0.109651067,"chr12:73166293:73166294"
"chr10:22333970:22333971",0.109564598,"chr10:22622899:22622900"
"chr8:67678716:67678717",0.109111717,"chr8:68590951:68590952"
"chr4:98608905:98608906",0.108898092,"chr4:99530056:99530057"
"chr7:122885470:122885471",-0.108766253,"chr7:122525524:122525525"
"chr3:82133509:82133510",-0.108088903,"chr3:82182660:82182661"
"chr12:88111743:88111744",-0.106879886,"chr12:88505520:88505521"
"chr1:145963731:145963732",-0.106666478,"chr1:145471358:145471359"
"chr4:97073587:97073588",-0.106642938,"chr4:97994738:97994739"
"chr5:59274388:59274389",0.106548905,"chr5:58570214:58570215"
"chr7:148939037:148939038",0.105922792,"chr7:148636129:148636130"
"chr13:35471725:35471726",0.105809226,"chr13:36045862:36045863"
"chr6:33743924:33743925",-0.105691434,"chr6:33711701:33711702"
"chr16:23804158:23804159",-0.105388722,"chr16:23815479:23815480"
"chr2:163722908:163722909",0.104833992,"chr2:164579418:164579419"
"chr10:22323020:22323021",-0.104599531,"chr10:22611949:22611950"
"chr15:92655007:92655008",-0.104478774,"chr15:93198237:93198238"
"chr2:212076766:212076767",0.104367117,"chr2:212941491:212941492"
"chr2:163620300:163620301",0.104348225,"chr2:164476810:164476811"
"chr11:67021979:67021980",0.104221393,"chr11:66789450:66789451"
"chr11:121753677:121753678",-0.103382655,"chr11:121624385:121624386"
"chr4:13545436:13545437",0.103231129,"chr4:13547060:13547061"
"chr2:194775292:194775293",0.102974577,"chr2:195640016:195640017"
"chr1:117189018:117189019",0.102845334,"chr1:117731640:117731641"
"chr6:133892991:133892992",0.102796463,"chr6:134214129:134214130"
"chr5:141393242:141393243",0.102758425,"chr5:140772809:140772810"
"chr2:157608186:157608187",0.102737187,"chr2:158464698:158464699"
"chr5:40879840:40879841",-0.102565428,"chr5:40879942:40879943"
"chr15:37739502:37739503",-0.102275845,"chr15:38031703:38031704"
"chr14:52740044:52740045",-0.102065926,"chr14:53206762:53206763"
"chr19:52369663:52369664",0.101737607,"chr19:52872916:52872917"
"chr12:129525737:129525738",-0.101689535,"chr12:130010282:130010283"
"chr16:73060444:73060445",-0.101523524,"chr16:73094343:73094344"
"chr2:163824162:163824163",0.101523124,"chr2:164680672:164680673"
"chr13:111187485:111187486",0.100668937,"chr13:111839832:111839833"
"chr15:53219871:53219872",0.100634091,"chr15:53512068:53512069"
"chr1:193622071:193622072",-0.100099745,"chr1:193591201:193591202"
"chr6:105419206:105419207",-0.10007513,"chr6:105867081:105867082"
"chr5:75578302:75578303",0.099513313,"chr5:74874127:74874128"
"chr18:62443131:62443132",0.099194891,"chr18:60110364:60110365"
"chr12:12025227:12025228",-0.099088646,"chr12:12178161:12178162"
"chr6:108873737:108873738",0.098917492,"chr6:109194940:109194941"
"chr5:139876729:139876730",0.098866818,"chr5:139256314:139256315"
"chr13:74233448:74233449",-0.098421196,"chr13:74807585:74807586"
"chr3:89129832:89129833",-0.098024919,"chr3:89178982:89178983"
"chr22:43827495:43827496",-0.097636215,"chr22:44223375:44223376"
"chr2:55420870:55420871",-0.097072111,"chr2:55648006:55648007"
"chr9:17169780:17169781",-0.096700206,"chr9:17169778:17169779"
"chr2:163727933:163727934",-0.096393361,"chr2:164584443:164584444"
"chr8:56157584:56157585",0.096319117,"chr8:57070143:57070144"
"chr2:67387686:67387687",0.096302831,"chr2:67614818:67614819"
"chr5:56188344:56188345",-0.096076688,"chr5:55484171:55484172"
"chr6:152783533:152783534",-0.095998847,"chr6:153104668:153104669"
"chr7:21826142:21826143",0.095977065,"chr7:21865760:21865761"
"chr16:56676534:56676535",0.095959411,"chr16:56710446:56710447"
"chr13:48522348:48522349",0.095555624,"chr13:49096484:49096485"
"chr14:38442557:38442558",-0.095542282,"chr14:38911761:38911762"
"chr1:85464094:85464095",0.094662006,"chr1:85929777:85929778"
"chr20:52540058:52540059",0.094580035,"chr20:51156597:51156598"
"chr19:48442508:48442509",0.094503635,"chr19:48945765:48945766"
"chr12:108905213:108905214",-0.094469934,"chr12:109298989:109298990"
"chr5:163509149:163509150",-0.094283074,"chr5:162936155:162936156"
"chr5:131719019:131719020",-0.094227647,"chr5:131054712:131054713"
"chr8:64372121:64372122",0.09378649,"chr8:65284678:65284679"
"chr4:173088593:173088594",0.093704128,"chr4:174009744:174009745"
"chr13:48412720:48412721",0.093301466,"chr13:48986856:48986857"
"chr2:163194161:163194162",-0.093287485,"chr2:164050671:164050672"
"chr3:168026387:168026388",-0.093210124,"chr3:167744175:167744176"
"chr10:110332836:110332837",-0.092872562,"chr10:112092594:112092595"
"chr14:67064327:67064328",0.092446034,"chr14:67531044:67531045"
"chr2:111537158:111537159",0.092319053,"chr2:112294735:112294736"
"chr14:64542438:64542439",0.092253253,"chr14:65009156:65009157"
"chr11:122882682:122882683",0.092122949,"chr11:122753390:122753391"
"chr8:115664694:115664695",-0.091923977,"chr8:116676921:116676922"
"chr7:23472105:23472106",-0.091843333,"chr7:23511724:23511725"
"chr4:156312856:156312857",-0.091764247,"chr4:157234008:157234009"
"chr4:76319762:76319763",-0.091500535,"chr4:77240915:77240916"
"chr15:88206574:88206575",-0.091431379,"chr15:88749805:88749806"
"chr3:38999275:38999276",-0.091402025,"chr3:39040766:39040767"
"chr21:28434811:28434812",-0.09124774,"chr21:29807132:29807133"
"chr1:90717515:90717516",0.091133459,"chr1:91183072:91183073"
"chr11:32829441:32829442",-0.090684003,"chr11:32850987:32850988"
"chr5:139683229:139683230",0.090106119,"chr5:139062814:139062815"
"chr1:101596114:101596115",-0.090103464,"chr1:102061670:102061671"
"chr2:154543960:154543961",-0.090071514,"chr2:155400472:155400473"
"chr8:119087704:119087705",-0.090004885,"chr8:120099943:120099944"
"chr16:74600020:74600021",0.089997183,"chr16:74633918:74633919"
"chr6:50714132:50714133",0.089981025,"chr6:50681845:50681846"
"chr8:95143200:95143201",-0.089835675,"chr8:96155428:96155429"
"chr11:67021976:67021977",0.089661047,"chr11:66789447:66789448"
"chr13:53813152:53813153",-0.089660638,"chr13:54387287:54387288"
"chr5:63398869:63398870",-0.089613495,"chr5:62694696:62694697"
"chr15:98240725:98240726",-0.089516678,"chr15:98783954:98783955"
"chr3:64532992:64532993",0.088834836,"chr3:64518668:64518669"
"chr16:64120313:64120314",0.088823165,"chr16:64154217:64154218"
"chr9:77917464:77917465",0.088772983,"chr9:80532380:80532381"
"chr2:120307285:120307286",0.08849848,"chr2:121064861:121064862"
"chr6:152750708:152750709",0.088434893,"chr6:153071843:153071844"
"chr10:22307015:22307016",-0.088411524,"chr10:22595944:22595945"
"chr15:96409203:96409204",0.088201563,"chr15:96952433:96952434"
"chr10:49165268:49165269",-0.088118965,"chr10:50373313:50373314"
"chr5:108481452:108481453",-0.088097828,"chr5:107817153:107817154"
"chr2:163734651:163734652",-0.087853548,"chr2:164591161:164591162"
"chr13:65475492:65475493",-0.087547915,"chr13:66049624:66049625"
"chr3:112345943:112345944",0.087518399,"chr3:112064790:112064791"
"chr16:60901954:60901955",-0.087447977,"chr16:60935858:60935859"
"chr5:111755688:111755689",0.087378288,"chr5:111091385:111091386"
"chr2:20690416:20690417",0.0871057,"chr2:20890176:20890177"
"chr6:125522582:125522583",-0.086937767,"chr6:125843728:125843729"
"chr6:20143571:20143572",0.086893479,"chr6:20143802:20143803"
"chr17:27805429:27805430",-0.086816205,"chr17:26132455:26132456"
"chr7:98407669:98407670",0.086792568,"chr7:98036981:98036982"
"chr1:155718664:155718665",-0.08649732,"chr1:155688455:155688456"
"chr11:59558141:59558142",0.086433117,"chr11:59325614:59325615"
"chr18:10822907:10822908",-0.086386684,"chr18:10822905:10822906"
"chr7:122784280:122784281",0.086062332,"chr7:122424334:122424335"
"chr10:7335161:7335162",0.085856406,"chr10:7377123:7377124"
"chr15:37102845:37102846",0.085821979,"chr15:37395046:37395047"
"chr14:64542468:64542469",0.085732315,"chr14:65009186:65009187"
"chr3:154324822:154324823",-0.085329358,"chr3:154042611:154042612"
"chr1:226201082:226201083",-0.085024512,"chr1:226388783:226388784"
"chr2:163709676:163709677",0.085016761,"chr2:164566186:164566187"
"chr16:51736486:51736487",0.084974866,"chr16:51770397:51770398"
"chr10:111079163:111079164",0.084927515,"chr10:112838921:112838922"
"chr10:78304034:78304035",-0.084845986,"chr10:80063791:80063792"
"chr6:6005197:6005198",0.084685115,"chr6:6005430:6005431"
"chr7:76215260:76215261",-0.084557477,"chr7:75844578:75844579"
"chr14:36547199:36547200",0.084333296,"chr14:37016404:37016405"
"chr4:81052308:81052309",-0.084282796,"chr4:81973462:81973463"
"chr3:45486273:45486274",0.084224423,"chr3:45527765:45527766"
"chr8:72572540:72572541",0.084087318,"chr8:73484775:73484776"
"chr3:57803927:57803928",0.084076404,"chr3:57789654:57789655"
"chr15:75067433:75067434",-0.083945564,"chr15:75359774:75359775"
"chr2:123569197:123569198",-0.083724239,"chr2:124326773:124326774"
"chr3:194138874:194138875",-0.083421022,"chr3:193856663:193856664"
"chr19:45862252:45862253",-0.083352239,"chr19:46365510:46365511"
"chr5:42548748:42548749",0.083248308,"chr5:42548850:42548851"
"chr6:153167430:153167431",0.083238557,"chr6:153488565:153488566"
"chr4:103092684:103092685",-0.083211945,"chr4:104013841:104013842"
"chr19:57527205:57527206",0.083153587,"chr19:58038573:58038574"
"chr3:78847017:78847018",-0.083090153,"chr3:78896167:78896168"
"chr14:47041375:47041376",-0.082962202,"chr14:47510578:47510579"
"chr5:108934640:108934641",0.082459422,"chr5:108270341:108270342"
"chr2:176132447:176132448",0.082361837,"chr2:176997175:176997176"
"chr10:14887205:14887206",0.08216234,"chr10:14929204:14929205"
"chr18:56442358:56442359",-0.082081825,"chr18:54109589:54109590"
"chr6:10884658:10884659",0.081733846,"chr6:10884891:10884892"
"chr6:104958553:104958554",0.081637131,"chr6:105406428:105406429"
"chr2:172339967:172339968",-0.08152845,"chr2:173204695:173204696"
"chr2:70211323:70211324",-0.081478979,"chr2:70438455:70438456"
"chr10:70859428:70859429",-0.080994699,"chr10:72619185:72619186"
"chr13:67233360:67233361",-0.080993108,"chr13:67807492:67807493"
"chr7:42238868:42238869",0.080784086,"chr7:42278467:42278468"
"chr9:18787258:18787259",-0.080626603,"chr9:18787256:18787257"
"chr12:88416327:88416328",-0.080586744,"chr12:88810104:88810105"
"chr6:87146626:87146627",-0.080525987,"chr6:87856344:87856345"
"chr14:91456238:91456239",0.080356463,"chr14:91922582:91922583"
"chr22:17370970:17370971",0.079887392,"chr22:17850911:17850912"
"chr11:49501771:49501772",-0.079795157,"chr11:49523323:49523324"
"chr4:55972962:55972963",0.079256902,"chr4:56839128:56839129"
"chr1:247540593:247540594",-0.079195888,"chr1:247703895:247703896"
"chr3:137254751:137254752",-0.079113713,"chr3:136973593:136973594"
"chr12:51171620:51171621",-0.079087455,"chr12:51565403:51565404"
"chr5:123091928:123091929",0.079038942,"chr5:122427623:122427624"
"chr5:68595402:68595403",0.078681847,"chr5:67891229:67891230"
"chr2:189584390:189584391",-0.078663073,"chr2:190449116:190449117"
"chr17:82431407:82431408",-0.078615287,"chr17:80389283:80389284"
"chr11:4430585:4430586",0.078463573,"chr11:4451815:4451816"
"chr11:27534167:27534168",0.078444229,"chr11:27555714:27555715"
"chr2:198316323:198316324",-0.078380104,"chr2:199181047:199181048"
"chr3:27713210:27713211",0.078309798,"chr3:27754701:27754702"
"chr5:64165275:64165276",-0.078264836,"chr5:63461102:63461103"
"chr8:90273529:90273530",-0.078262574,"chr8:91285757:91285758"
"chr10:22322960:22322961",-0.078234563,"chr10:22611889:22611890"
"chr1:49916878:49916879",-0.078186024,"chr1:50382550:50382551"
"chr7:140811092:140811093",-0.078073798,"chr7:140510892:140510893"
"chr1:63326165:63326166",0.078073334,"chr1:63791836:63791837"
"chr12:95297075:95297076",0.077785935,"chr12:95690851:95690852"
"chr6:91483165:91483166",-0.077707508,"chr6:92192883:92192884"
"chr1:70265166:70265167",-0.077687324,"chr1:70730849:70730850"
"chr2:163770372:163770373",0.077495233,"chr2:164626882:164626883"
"chr13:103131234:103131235",-0.077429366,"chr13:103783584:103783585"
"chr1:158967590:158967591",-0.077414057,"chr1:158937380:158937381"
"chr1:45163507:45163508",-0.077338599,"chr1:45629179:45629180"
"chr12:14424774:14424775",0.077214349,"chr12:14577708:14577709"
"chr10:59298173:59298174",-0.076998694,"chr10:61057933:61057934"
"chr16:75077509:75077510",0.076935843,"chr16:75111407:75111408"
"chr17:12737811:12737812",-0.076575326,"chr17:12641128:12641129"
"chr17:66533244:66533245",0.076491666,"chr17:64529362:64529363"
"chr2:44481904:44481905",0.076383191,"chr2:44709043:44709044"
"chr19:4644081:4644082",-0.076076603,"chr19:4644093:4644094"
"chr17:66305209:66305210",-0.075898017,"chr17:64301327:64301328"
"chr7:63925098:63925099",0.075815336,"chr7:63385476:63385477"
"chr1:167998665:167998666",0.075768919,"chr1:167967903:167967904"
"chr13:32031963:32031964",-0.075587613,"chr13:32606100:32606101"
"chr19:48224064:48224065",-0.075586547,"chr19:48727321:48727322"
"chr4:108370112:108370113",0.075359114,"chr4:109291268:109291269"
"chr9:91728024:91728025",0.075321919,"chr9:94490306:94490307"
"chr22:48817153:48817154",0.075289373,"chr22:49212965:49212966"
"chr1:150172633:150172634",0.075194771,"chr1:150144854:150144855"
"chr14:51001298:51001299",-0.074990878,"chr14:51468016:51468017"
"chr17:12422010:12422011",0.07487533,"chr17:12325327:12325328"
"chr2:163669503:163669504",0.074673569,"chr2:164526013:164526014"
"chr5:30782709:30782710",-0.074583647,"chr5:30782816:30782817"
"chr1:194492868:194492869",0.074563705,"chr1:194461998:194461999"
"chr2:176157933:176157934",0.074546034,"chr2:177022661:177022662"
"chr19:35611182:35611183",0.074506646,"chr19:36102084:36102085"
"chr1:52273797:52273798",0.07445435,"chr1:52739469:52739470"
"chr17:26680872:26680873",0.074392387,NA
"chr6:73310863:73310864",-0.07429522,"chr6:74020586:74020587"
"chr6:161007936:161007937",0.074231256,"chr6:161428968:161428969"
"chr2:58769753:58769754",-0.074219078,"chr2:58996888:58996889"
"chr21:15170957:15170958",-0.074201302,"chr21:16543277:16543278"
"chr2:58769787:58769788",-0.074083106,"chr2:58996922:58996923"
"chr2:163741710:163741711",-0.073969657,"chr2:164598220:164598221"
"chr11:67021970:67021971",0.073951924,"chr11:66789441:66789442"
"chr19:36245130:36245131",0.073831975,"chr19:36736032:36736033"
"chr14:41749745:41749746",-0.073817351,"chr14:42218948:42218949"
"chr20:26349022:26349023",-0.073804562,NA
"chr1:182588411:182588412",-0.073738016,"chr1:182557546:182557547"
"chr5:166980461:166980462",-0.073599049,"chr5:166407466:166407467"
"chr16:11056886:11056887",0.073532156,"chr16:11150743:11150744"
"chr3:138830625:138830626",-0.073454961,"chr3:138549467:138549468"
"chr15:24848399:24848400",0.073210621,"chr15:25093546:25093547"
"chr14:31139941:31139942",0.072950513,"chr14:31609147:31609148"
"chr10:22056914:22056915",0.072937329,"chr10:22345843:22345844"
"chr14:78986172:78986173",0.072889909,"chr14:79452515:79452516"
"chr11:70656999:70657000",0.072820504,"chr11:70503104:70503105"
"chr8:33144297:33144298",-0.072497527,"chr8:33001815:33001816"
"chr12:30065789:30065790",-0.072356353,"chr12:30218722:30218723"
"chr3:146545130:146545131",-0.072286735,"chr3:146262917:146262918"
"chr2:140835140:140835141",0.072142379,"chr2:141592709:141592710"
"chr1:40709615:40709616",0.072136614,"chr1:41175287:41175288"
"chr11:43489652:43489653",-0.072054073,"chr11:43511202:43511203"
"chr10:103367654:103367655",0.071947944,"chr10:105127411:105127412"
"chr17:33896449:33896450",0.071861211,"chr17:32223468:32223469"
"chr10:9189680:9189681",0.071233286,"chr10:9231643:9231644"
"chr12:7439907:7439908",0.071113042,"chr12:7592503:7592504"
"chr9:14434141:14434142",-0.071068997,"chr9:14434139:14434140"
"chr16:25816170:25816171",-0.07103808,"chr16:25827491:25827492"
"chr4:142401763:142401764",-0.070982472,"chr4:143322916:143322917"
"chr8:100143810:100143811",-0.070954442,"chr8:101156038:101156039"
"chr3:166235297:166235298",-0.070939959,"chr3:165953085:165953086"
"chr5:108972580:108972581",0.070890038,"chr5:108308281:108308282"
"chr8:127294497:127294498",0.070728405,"chr8:128306742:128306743"
"chr1:1687148:1687149",-0.070690458,"chr1:1618587:1618588"
"chr3:45830428:45830429",0.07064703,"chr3:45871920:45871921"
"chr19:48121572:48121573",-0.070577987,"chr19:48624829:48624830"
"chr7:11163637:11163638",0.070559725,"chr7:11203264:11203265"
"chr7:119141447:119141448",-0.070556213,"chr7:118781501:118781502"
"chr5:64181219:64181220",-0.070548643,"chr5:63477046:63477047"
"chr17:49566473:49566474",-0.07041467,"chr17:47643835:47643836"
"chr1:247681815:247681816",-0.070351826,"chr1:247845117:247845118"
"chr17:7976383:7976384",-0.07026195,"chr17:7879701:7879702"
"chr8:137202356:137202357",0.07006122,"chr8:138214599:138214600"
"chr15:36886686:36886687",0.069983793,"chr15:37178887:37178888"
"chr19:33858312:33858313",-0.06994416,"chr19:34349217:34349218"
"chr13:65921611:65921612",0.069882566,"chr13:66495743:66495744"
"chr7:130863322:130863323",0.069771796,"chr7:130548081:130548082"
"chr4:112523347:112523348",0.069743778,"chr4:113444503:113444504"
"chr14:56808439:56808440",0.069614569,"chr14:57275157:57275158"
"chr2:75567128:75567129",0.069527555,"chr2:75794254:75794255"
"chr5:91377360:91377361",0.069423811,"chr5:90673177:90673178"
"chr6:121536282:121536283",0.069166608,"chr6:121857428:121857429"
"chr8:107988200:107988201",-0.069157219,"chr8:109000428:109000429"
"chr5:42952709:42952710",0.069125331,"chr5:42952811:42952812"
"chr2:88453303:88453304",0.068939736,"chr2:88752821:88752822"
"chr15:60359433:60359434",0.068881005,"chr15:60651632:60651633"
"chr5:87195331:87195332",-0.068842644,"chr5:86491148:86491149"
"chr6:27290665:27290666",0.068832176,"chr6:27258444:27258445"
